사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20211101,1호선,동대문,10855,10855,20211104
20211101,1호선,신설동,13933,13933,20211104
20211101,1호선,제기동,17584,17584,20211104
20211101,1호선,청량리(서울시립대입구),19604,19604,20211104
20211101,2호선,시청,23006,23006,20211104
20211101,2호선,을지로입구,37349,37349,20211104
20211101,2호선,을지로3가,21528,21528,20211104
20211101,2호선,을지로4가,13048,13048,20211104
20211101,2호선,동대문역사문화공원(DDP),11200,11200,20211104
20211101,2호선,신당,13503,13503,20211104
20211101,2호선,상왕십리,14180,14180,20211104
20211101,2호선,왕십리(성동구청),15041,15041,20211104
20211101,2호선,한양대,8016,8016,20211104
20211101,2호선,뚝섬,20908,20908,20211104
20211101,2호선,성수,36468,36468,20211104
20211101,2호선,건대입구,31971,31971,20211104
20211101,2호선,구의(광진구청),23366,23366,20211104
20211101,2호선,강변(동서울터미널),29653,29653,20211104
20211101,2호선,잠실나루,14725,14725,20211104
20211101,장항선,봉명,1247,1247,20211104
20211101,일산선,대화,13017,13017,20211104
20211101,일산선,주엽,9212,9212,20211104
20211101,일산선,정발산,6948,6948,20211104
20211101,일산선,마두,7631,7631,20211104
20211101,일산선,백석,9734,9734,20211104
20211101,일산선,대곡,1913,1913,20211104
20211101,일산선,화정,17128,17128,20211104
20211101,일산선,원당,11405,11405,20211104
20211101,일산선,삼송,19093,19093,20211104
20211101,일산선,원흥,10812,10812,20211104
20211101,우이신설선,신설동,2243,2243,20211104
20211101,우이신설선,보문,1495,1495,20211104
20211101,우이신설선,성신여대입구(돈암),3192,3192,20211104
20211101,우이신설선,정릉,4607,4607,20211104
20211101,우이신설선,북한산보국문,5919,5919,20211104
20211101,우이신설선,솔샘,5795,5795,20211104
20211101,우이신설선,삼양사거리,2514,2514,20211104
20211101,우이신설선,삼양,2125,2125,20211104
20211101,우이신설선,화계,3343,3343,20211104
20211101,우이신설선,가오리,4088,4088,20211104
20211101,우이신설선,4.19민주묘지,3024,3024,20211104
20211101,우이신설선,솔밭공원,2379,2379,20211104
20211101,공항철도 1호선,검암,7023,7023,20211104
20211101,공항철도 1호선,계양,10217,10217,20211104
20211101,공항철도 1호선,김포공항,11894,11894,20211104
20211101,공항철도 1호선,마곡나루(서울식물원),8675,8675,20211104
20211101,공항철도 1호선,디지털미디어시티,14181,14181,20211104
20211101,공항철도 1호선,홍대입구,8344,8344,20211104
20211101,공항철도 1호선,공덕,2314,2314,20211104
20211101,공항철도 1호선,서울역,7242,7242,20211104
20211101,경춘선,춘천,1741,1741,20211104
20211101,경춘선,남춘천,2430,2430,20211104
20211101,경춘선,김유정,323,323,20211104
20211101,경춘선,강촌,482,482,20211104
20211101,경춘선,백양리,91,91,20211104
20211101,경춘선,굴봉산,171,171,20211104
20211101,경춘선,가평,2017,2017,20211104
20211101,경춘선,상천,278,278,20211104
20211101,경춘선,청평,1585,1585,20211104
20211101,경춘선,대성리,510,510,20211104
20211101,경춘선,마석,4088,4088,20211104
20211101,경춘선,천마산,1829,1829,20211104
20211101,경춘선,평내호평,6591,6591,20211104
20211101,경춘선,금곡,1612,1612,20211104
20211101,경춘선,사릉,3689,3689,20211104
20211101,경춘선,퇴계원,3679,3679,20211104
20211101,경춘선,별내,3536,3536,20211104
20211101,경춘선,갈매,3268,3268,20211104
20211101,경춘선,신내,2120,2120,20211104
20211101,경인선,도화,4179,4179,20211104
20211101,경인선,중동,9528,9528,20211104
20211101,경인선,온수(성공회대입구),7090,7090,20211104
20211101,경인선,도원,3368,3368,20211104
20211101,경인선,간석,6054,6054,20211104
20211101,경인선,부개,8829,8829,20211104
20211101,경인선,소사,9025,9025,20211104
20211101,경인선,구일,6591,6591,20211104
20211101,경인선,인천,3566,3566,20211104
20211101,경인선,동인천,13807,13807,20211104
20211101,경인선,제물포,11022,11022,20211104
20211101,경인선,주안,18775,18775,20211104
20211101,경인선,동암,14846,14846,20211104
20211101,경인선,백운,7228,7228,20211104
20211101,경인선,부평,28148,28148,20211104
20211101,경인선,송내,27279,27279,20211104
20211101,경인선,부천,32523,32523,20211104
20211101,경인선,역곡,28406,28406,20211104
20211101,경인선,오류동,12302,12302,20211104
20211101,경인선,개봉,21724,21724,20211104
20211101,경의선,계양,2,2,20211104
20211101,경의선,임진강,16,16,20211104
20211101,경의선,문산,5053,5053,20211104
20211101,경의선,파주,1697,1697,20211104
20211101,경의선,월롱,2676,2676,20211104
20211101,경의선,금촌,6846,6846,20211104
20211101,경의선,금릉,4780,4780,20211104
20211101,경의선,운정,7254,7254,20211104
20211101,경의선,야당,7165,7165,20211104
20211101,경의선,탄현,7974,7974,20211104
20211101,경의선,일산,9635,9635,20211104
20211101,경의선,풍산,5621,5621,20211104
20211101,경의선,백마,7200,7200,20211104
20211101,경의선,곡산,628,628,20211104
20211101,경의선,능곡,3894,3894,20211104
20211101,경의선,행신,8100,8100,20211104
20211101,경의선,강매,3315,3315,20211104
20211101,경의선,화전,1906,1906,20211104
20211101,경의선,수색,2874,2874,20211104
20211101,경의선,디지털미디어시티,2546,2546,20211104
20211101,경의선,가좌,5567,5567,20211104
20211101,경의선,홍대입구,1477,1477,20211104
20211101,경의선,서강대,2118,2118,20211104
20211101,경의선,공덕,3447,3447,20211104
20211101,경의선,효창공원앞,2894,2894,20211104
20211101,경의선,신촌,874,874,20211104
20211101,경의선,서울역,4438,4438,20211104
20211101,경원선,소요산,4016,4016,20211104
20211101,경원선,동두천,2065,2065,20211104
20211101,경원선,보산,1641,1641,20211104
20211101,경원선,동두천중앙,3249,3249,20211104
20211101,경원선,지행,6471,6471,20211104
20211101,경원선,덕정,5767,5767,20211104
20211101,경원선,덕계,3216,3216,20211104
20211101,경원선,양주,8130,8130,20211104
20211101,경원선,녹양,4549,4549,20211104
20211101,경원선,가능,6696,6696,20211104
20211101,경원선,의정부,17620,17620,20211104
20211101,경원선,회룡,12687,12687,20211104
20211101,경원선,망월사,7687,7687,20211104
20211101,경원선,도봉산,8305,8305,20211104
20211101,경원선,도봉,6214,6214,20211104
20211101,경원선,방학,9797,9797,20211104
20211101,경원선,녹천,4731,4731,20211104
20211101,경원선,월계,7093,7093,20211104
20211101,경원선,광운대,8721,8721,20211104
20211101,경원선,석계,7920,7920,20211104
20211101,경원선,신이문,8555,8555,20211104
20211101,경원선,외대앞,8190,8190,20211104
20211101,경원선,청량리(서울시립대입구),14987,14987,20211104
20211101,경원선,왕십리(성동구청),13399,13399,20211104
20211101,경원선,응봉,1919,1919,20211104
20211101,경원선,옥수,54,54,20211104
20211101,경원선,한남,4140,4140,20211104
20211101,경원선,서빙고,1893,1893,20211104
20211101,경원선,이촌(국립중앙박물관),3702,3702,20211104
20211101,경부선,광명,3401,3401,20211104
20211101,경부선,서동탄,1488,1488,20211104
20211101,경부선,당정,6398,6398,20211104
20211101,경부선,천안,5510,5510,20211104
20211101,경부선,두정,5170,5170,20211104
20211101,경부선,직산,815,815,20211104
20211101,경부선,성환,4626,4626,20211104
20211101,경부선,평택,12064,12064,20211104
20211101,경부선,평택지제,3280,3280,20211104
20211101,경부선,서정리,7151,7151,20211104
20211101,경부선,송탄,4232,4232,20211104
20211101,경부선,진위,1577,1577,20211104
20211101,경부선,오산,9912,9912,20211104
20211101,경부선,오산대,3661,3661,20211104
20211101,경부선,세마,2839,2839,20211104
20211101,경부선,병점,14538,14538,20211104
20211101,경부선,세류,3004,3004,20211104
20211101,경부선,독산,18661,18661,20211104
20211101,경부선,수원,33385,33385,20211104
20211101,경부선,화서,8109,8109,20211104
20211101,경부선,성균관대,14553,14553,20211104
20211101,경부선,의왕,9252,9252,20211104
20211101,경부선,군포,7837,7837,20211104
20211101,경부선,금정,26715,26715,20211104
20211101,경부선,명학,9458,9458,20211104
20211101,경부선,안양,24309,24309,20211104
20211101,경부선,관악,7409,7409,20211104
20211101,경부선,석수,9962,9962,20211104
20211101,경부선,금천구청,12177,12177,20211104
20211101,경부선,가산디지털단지,18801,18801,20211104
20211101,경부선,구로,19003,19003,20211104
20211101,경부선,신길,9329,9329,20211104
20211101,경부선,신도림,4236,4236,20211104
20211101,경부선,영등포,35237,35237,20211104
20211101,경부선,대방,13022,13022,20211104
20211101,경부선,노량진,7972,7972,20211104
20211101,경부선,용산,32247,32247,20211104
20211101,경부선,남영,9310,9310,20211104
20211101,경부선,서울역,5903,5903,20211104
20211101,경강선,여주,2551,2551,20211104
20211101,경강선,세종대왕릉,326,326,20211104
20211101,경강선,부발,1837,1837,20211104
20211101,경강선,이천,2450,2450,20211104
20211101,경강선,신둔도예촌,1554,1554,20211104
20211101,경강선,곤지암,2570,2570,20211104
20211101,경강선,초월,3098,3098,20211104
20211101,경강선,경기광주,7419,7419,20211104
20211101,경강선,삼동,2441,2441,20211104
20211101,경강선,이매,1135,1135,20211104
20211101,경강선,판교,4541,4541,20211104
20211101,9호선2~3단계,중앙보훈병원,10979,10979,20211104
20211101,9호선2~3단계,둔촌오륜,1035,1035,20211104
20211101,9호선2~3단계,올림픽공원(한국체대),6241,6241,20211104
20211101,9호선2~3단계,한성백제,2664,2664,20211104
20211101,9호선2~3단계,송파나루,4494,4494,20211104
20211101,9호선2~3단계,석촌,8404,8404,20211104
20211101,9호선2~3단계,석촌고분,5955,5955,20211104
20211101,9호선2~3단계,삼전,6602,6602,20211104
20211101,9호선2~3단계,종합운동장,3861,3861,20211104
20211101,9호선2~3단계,봉은사,14705,14705,20211104
20211101,9호선2~3단계,삼성중앙,6645,6645,20211104
20211101,9호선2~3단계,선정릉,9555,9555,20211104
20211101,9호선2~3단계,언주,10108,10108,20211104
20211101,9호선,신논현,29831,29831,20211104
20211101,9호선,사평,3447,3447,20211104
20211101,9호선,고속터미널,11341,11341,20211104
20211101,9호선,신반포,3229,3229,20211104
20211101,9호선,구반포,2013,2013,20211104
20211101,9호선,동작(현충원),1847,1847,20211104
20211101,9호선,흑석(중앙대입구),7841,7841,20211104
20211101,9호선,노들,4393,4393,20211104
20211101,9호선,노량진,25597,25597,20211104
20211101,9호선,샛강,5602,5602,20211104
20211101,9호선,여의도,26772,26772,20211104
20211101,9호선,국회의사당,15935,15935,20211104
20211101,9호선,당산,17510,17510,20211104
20211101,9호선,선유도,8909,8909,20211104
20211101,9호선,신목동,4108,4108,20211104
20211101,9호선,염창,17219,17219,20211104
20211101,9호선,등촌,11566,11566,20211104
20211101,9호선,증미,7442,7442,20211104
20211101,9호선,가양,20551,20551,20211104
20211101,9호선,양천향교,9608,9608,20211104
20211101,9호선,마곡나루(서울식물원),11596,11596,20211104
20211101,9호선,신방화,6953,6953,20211104
20211101,9호선,공항시장,2948,2948,20211104
20211101,9호선,김포공항,7168,7168,20211104
20211101,9호선,개화,2751,2751,20211104
20211101,8호선,모란,4316,4316,20211104
20211101,8호선,수진,5267,5267,20211104
20211101,8호선,신흥,4238,4238,20211104
20211101,8호선,단대오거리,10511,10511,20211104
20211101,8호선,남한산성입구(성남법원.검찰청),14176,14176,20211104
20211101,8호선,산성,5728,5728,20211104
20211101,8호선,복정,11329,11329,20211104
20211101,8호선,장지,16723,16723,20211104
20211101,8호선,문정,22092,22092,20211104
20211101,8호선,가락시장,7486,7486,20211104
20211101,8호선,송파,7544,7544,20211104
20211101,8호선,석촌,7478,7478,20211104
20211101,8호선,잠실(송파구청),12724,12724,20211104
20211101,8호선,몽촌토성(평화의문),6440,6440,20211104
20211101,8호선,강동구청,10511,10511,20211104
20211101,8호선,천호(풍납토성),14212,14212,20211104
20211101,8호선,암사,18870,18870,20211104
20211101,7호선,부평구청,7552,7552,20211104
20211101,7호선,굴포천,9004,9004,20211104
20211101,7호선,삼산체육관,5382,5382,20211104
20211101,7호선,상동,12745,12745,20211104
20211101,7호선,부천시청,12603,12603,20211104
20211101,7호선,신중동,14020,14020,20211104
20211101,7호선,춘의,10119,10119,20211104
20211101,7호선,부천종합운동장,5043,5043,20211104
20211101,7호선,까치울,7982,7982,20211104
20211101,7호선,온수(성공회대입구),11099,11099,20211104
20211101,7호선,천왕,11569,11569,20211104
20211101,7호선,광명사거리,22558,22558,20211104
20211101,7호선,철산,20998,20998,20211104
20211101,7호선,가산디지털단지,47567,47567,20211104
20211101,7호선,남구로,16476,16476,20211104
20211101,7호선,대림(구로구청),7916,7916,20211104
20211101,7호선,신풍,11806,11806,20211104
20211101,7호선,보라매,10024,10024,20211104
20211101,7호선,신대방삼거리,16340,16340,20211104
20211101,7호선,장승배기,9352,9352,20211104
20211101,7호선,상도,10340,10340,20211104
20211101,7호선,숭실대입구(살피재),13035,13035,20211104
20211101,7호선,남성,10905,10905,20211104
20211101,7호선,이수,15155,15155,20211104
20211101,7호선,내방,14301,14301,20211104
20211101,7호선,고속터미널,15808,15808,20211104
20211101,7호선,반포,5551,5551,20211104
20211101,7호선,논현,19970,19970,20211104
20211101,7호선,학동,24182,24182,20211104
20211101,7호선,강남구청,15872,15872,20211104
20211101,7호선,청담,19168,19168,20211104
20211101,7호선,뚝섬유원지,7753,7753,20211104
20211101,7호선,어린이대공원(세종대),12202,12202,20211104
20211101,7호선,군자(능동),14387,14387,20211104
20211101,7호선,중곡,10367,10367,20211104
20211101,7호선,용마산(용마폭포공원),6118,6118,20211104
20211101,7호선,사가정,16342,16342,20211104
20211101,7호선,면목,15758,15758,20211104
20211101,7호선,상봉(시외버스터미널),16713,16713,20211104
20211101,7호선,중화,10942,10942,20211104
20211101,7호선,먹골,9947,9947,20211104
20211101,7호선,태릉입구,8441,8441,20211104
20211101,7호선,공릉(서울과학기술대),11865,11865,20211104
20211101,7호선,하계,17594,17594,20211104
20211101,7호선,중계,14438,14438,20211104
20211101,7호선,노원,18678,18678,20211104
20211101,7호선,마들,12905,12905,20211104
20211101,7호선,수락산,12683,12683,20211104
20211101,7호선,도봉산,9699,9699,20211104
20211101,7호선,장암,2390,2390,20211104
20211101,6호선,신내,1,1,20211104
20211101,6호선,봉화산(서울의료원),8899,8899,20211104
20211101,6호선,화랑대(서울여대입구),11860,11860,20211104
20211101,6호선,태릉입구,5358,5358,20211104
20211101,6호선,석계,12113,12113,20211104
20211101,6호선,돌곶이,9299,9299,20211104
20211101,6호선,상월곡(한국과학기술연구원),6324,6324,20211104
20211101,6호선,월곡(동덕여대),11826,11826,20211104
20211101,6호선,고려대(종암),7898,7898,20211104
20211101,6호선,안암(고대병원앞),10303,10303,20211104
20211101,6호선,보문,7180,7180,20211104
20211101,6호선,창신,3573,3573,20211104
20211101,6호선,동묘앞,7473,7473,20211104
20211101,6호선,신당,7482,7482,20211104
20211101,6호선,청구,3638,3638,20211104
20211101,6호선,약수,3748,3748,20211104
20211101,6호선,버티고개,1835,1835,20211104
20211101,6호선,한강진,6365,6365,20211104
20211101,6호선,이태원,9005,9005,20211104
20211101,6호선,녹사평(용산구청),4311,4311,20211104
20211101,6호선,삼각지,5724,5724,20211104
20211101,6호선,효창공원앞,6941,6941,20211104
20211101,6호선,공덕,18377,18377,20211104
20211101,6호선,대흥(서강대앞),7899,7899,20211104
20211101,6호선,광흥창(서강),8930,8930,20211104
20211101,6호선,상수,7078,7078,20211104
20211101,6호선,합정,11856,11856,20211104
20211101,6호선,망원,13211,13211,20211104
20211101,6호선,마포구청,14142,14142,20211104
20211101,6호선,월드컵경기장(성산),4864,4864,20211104
20211101,6호선,디지털미디어시티,13816,13816,20211104
20211101,6호선,증산(명지대앞),10115,10115,20211104
20211101,6호선,새절(신사),12939,12939,20211104
20211101,6호선,구산,7644,7644,20211104
20211101,6호선,연신내,2,2,20211104
20211101,6호선,독바위,2734,2734,20211104
20211101,6호선,불광,4073,4073,20211104
20211101,6호선,응암,17661,17661,20211104
20211101,5호선,하남검단산,5121,5121,20211104
20211101,5호선,하남시청(덕풍·신장),6031,6031,20211104
20211101,5호선,하남풍산,4224,4224,20211104
20211101,5호선,미사,15749,15749,20211104
20211101,5호선,강일,3788,3788,20211104
20211101,5호선,마천,6855,6855,20211104
20211101,5호선,거여,9153,9153,20211104
20211101,5호선,개롱,6597,6597,20211104
20211101,5호선,오금,3802,3802,20211104
20211101,5호선,방이,6979,6979,20211104
20211101,5호선,올림픽공원(한국체대),4550,4550,20211104
20211101,5호선,둔촌동,8587,8587,20211104
20211101,5호선,상일동,15841,15841,20211104
20211101,5호선,고덕,9729,9729,20211104
20211101,5호선,명일,8531,8531,20211104
20211101,5호선,굽은다리(강동구민회관앞),9552,9552,20211104
20211101,5호선,길동,7791,7791,20211104
20211101,5호선,강동,18303,18303,20211104
20211101,5호선,천호(풍납토성),16628,16628,20211104
20211101,5호선,광나루(장신대),12848,12848,20211104
20211101,5호선,아차산(어린이대공원후문),14308,14308,20211104
20211101,5호선,군자(능동),10773,10773,20211104
20211101,5호선,장한평,18559,18559,20211104
20211101,5호선,답십리,15781,15781,20211104
20211101,5호선,마장,5716,5716,20211104
20211101,5호선,왕십리(성동구청),4374,4374,20211104
20211101,5호선,행당,8027,8027,20211104
20211101,5호선,신금호,6407,6407,20211104
20211101,5호선,청구,4070,4070,20211104
20211101,5호선,동대문역사문화공원(DDP),2916,2916,20211104
20211101,5호선,을지로4가,6209,6209,20211104
20211101,5호선,종로3가,11247,11247,20211104
20211101,5호선,광화문(세종문화회관),29354,29354,20211104
20211101,5호선,서대문,19078,19078,20211104
20211101,5호선,충정로(경기대입구),4930,4930,20211104
20211101,5호선,애오개,6607,6607,20211104
20211101,5호선,공덕,13994,13994,20211104
20211101,5호선,마포,14282,14282,20211104
20211101,5호선,여의나루,9535,9535,20211104
20211101,5호선,여의도,27841,27841,20211104
20211101,5호선,영등포시장,9639,9639,20211104
20211101,5호선,영등포구청,3920,3920,20211104
20211101,5호선,양평,7461,7461,20211104
20211101,5호선,오목교(목동운동장앞),20997,20997,20211104
20211101,5호선,목동,16638,16638,20211104
20211101,5호선,신정(은행정),14114,14114,20211104
20211101,5호선,까치산,28922,28922,20211104
20211101,5호선,화곡,28369,28369,20211104
20211101,5호선,우장산,14719,14719,20211104
20211101,5호선,발산,19906,19906,20211104
20211101,5호선,마곡,10624,10624,20211104
20211101,5호선,송정,6682,6682,20211104
20211101,5호선,김포공항,7028,7028,20211104
20211101,5호선,개화산,5592,5592,20211104
20211101,5호선,방화,6764,6764,20211104
20211101,4호선,쌍문,29579,29579,20211104
20211101,4호선,창동,25233,25233,20211104
20211101,4호선,노원,17772,17772,20211104
20211101,4호선,상계,19017,19017,20211104
20211101,4호선,당고개,12899,12899,20211104
20211101,4호선,남태령,1202,1202,20211104
20211101,4호선,사당,20821,20821,20211104
20211101,4호선,총신대입구(이수),18768,18768,20211104
20211101,4호선,동작(현충원),1816,1816,20211104
20211101,4호선,이촌(국립중앙박물관),6548,6548,20211104
20211101,4호선,신용산,16029,16029,20211104
20211101,4호선,삼각지,4890,4890,20211104
20211101,4호선,숙대입구(갈월),12637,12637,20211104
20211101,4호선,서울역,10710,10710,20211104
20211101,4호선,회현(남대문시장),23558,23558,20211104
20211101,4호선,명동,18099,18099,20211104
20211101,4호선,충무로,26306,26306,20211104
20211101,4호선,동대문역사문화공원(DDP),14120,14120,20211104
20211101,4호선,동대문,19464,19464,20211104
20211101,4호선,혜화,28426,28426,20211104
20211101,4호선,한성대입구(삼선교),13436,13436,20211104
20211101,4호선,성신여대입구(돈암),19237,19237,20211104
20211101,4호선,길음,20113,20113,20211104
20211101,4호선,미아사거리,27146,27146,20211104
20211101,4호선,미아(서울사이버대학),15031,15031,20211104
20211101,4호선,수유(강북구청),33191,33191,20211104
20211101,3호선,오금,6353,6353,20211104
20211101,3호선,경찰병원,7427,7427,20211104
20211101,3호선,가락시장,8761,8761,20211104
20211101,3호선,수서,16443,16443,20211104
20211101,3호선,일원,10360,10360,20211104
20211101,3호선,대청,10046,10046,20211104
20211101,3호선,학여울,1781,1781,20211104
20211101,3호선,대치,10463,10463,20211104
20211101,3호선,도곡,5358,5358,20211104
20211101,3호선,매봉,12473,12473,20211104
20211101,3호선,양재(서초구청),37622,37622,20211104
20211101,3호선,남부터미널(예술의전당),27913,27913,20211104
20211101,3호선,교대(법원.검찰청),13811,13811,20211104
20211101,수인선,남동인더스파크,2242,2242,20211104
20211101,수인선,호구포,3984,3984,20211104
20211101,7호선,건대입구,11473,11473,20211104
20211101,1호선,종각,34081,34081,20211104
20211101,5호선,신길,4058,4058,20211104
20211101,1호선,서울역,42897,42897,20211104
20211101,1호선,동묘앞,7553,7553,20211104
20211101,1호선,시청,21877,21877,20211104
20211101,우이신설선,북한산우이,3103,3103,20211104
20211101,안산선,수리산,4305,4305,20211104
20211101,안산선,오이도,8284,8284,20211104
20211101,안산선,정왕,9147,9147,20211104
20211101,안산선,신길온천,1769,1769,20211104
20211101,안산선,안산,11821,11821,20211104
20211101,안산선,초지,5157,5157,20211104
20211101,안산선,고잔,8829,8829,20211104
20211101,안산선,중앙,17274,17274,20211104
20211101,수인선,인천논현,5560,5560,20211104
20211101,수인선,소래포구,6302,6302,20211104
20211101,수인선,월곶,2578,2578,20211104
20211101,수인선,달월,103,103,20211104
20211101,수인선,사리,4417,4417,20211104
20211101,수인선,야목,329,329,20211104
20211101,수인선,어천,789,789,20211104
20211101,수인선,오목천,3222,3222,20211104
20211101,수인선,고색,4403,4403,20211104
20211101,분당선,매교,3133,3133,20211104
20211101,분당선,수원시청,12062,12062,20211104
20211101,분당선,매탄권선,4987,4987,20211104
20211101,분당선,망포,14290,14290,20211104
20211101,분당선,영통,7864,7864,20211104
20211101,분당선,청명,4303,4303,20211104
20211101,분당선,상갈,5441,5441,20211104
20211101,분당선,기흥,9839,9839,20211104
20211101,분당선,신갈,4572,4572,20211104
20211101,분당선,구성,5167,5167,20211104
20211101,분당선,죽전,13056,13056,20211104
20211101,분당선,보정,2566,2566,20211104
20211101,분당선,이매,5684,5684,20211104
20211101,분당선,오리,11888,11888,20211104
20211101,분당선,미금,14936,14936,20211104
20211101,분당선,정자,16960,16960,20211104
20211101,분당선,수내,12882,12882,20211104
20211101,분당선,서현,23772,23772,20211104
20211101,분당선,야탑,25216,25216,20211104
20211101,분당선,모란,19701,19701,20211104
20211101,분당선,태평,13273,13273,20211104
20211101,분당선,가천대,8886,8886,20211104
20211101,분당선,선정릉,8052,8052,20211104
20211101,분당선,강남구청,9718,9718,20211104
20211101,분당선,압구정로데오,15852,15852,20211104
20211101,분당선,서울숲,11135,11135,20211104
20211101,분당선,수원,7965,7965,20211104
20211101,분당선,복정,1,1,20211104
20211101,분당선,수서,13415,13415,20211104
20211101,분당선,대모산입구,4371,4371,20211104
20211101,분당선,개포동,3723,3723,20211104
20211101,분당선,구룡,2156,2156,20211104
20211101,분당선,도곡,6846,6846,20211104
20211101,분당선,한티,13351,13351,20211104
20211101,분당선,선릉,13347,13347,20211104
20211101,과천선,범계,24903,24903,20211104
20211101,과천선,평촌,18091,18091,20211104
20211101,과천선,인덕원,24042,24042,20211104
20211101,과천선,정부과천청사,11193,11193,20211104
20211101,과천선,과천,5658,5658,20211104
20211101,과천선,대공원,4063,4063,20211104
20211101,과천선,경마공원,1097,1097,20211104
20211101,과천선,선바위,8595,8595,20211104
20211101,공항철도 1호선,영종,3069,3069,20211104
20211101,공항철도 1호선,인천공항2터미널,2120,2120,20211104
20211101,공항철도 1호선,인천공항1터미널,3409,3409,20211104
20211101,공항철도 1호선,공항화물청사,2266,2266,20211104
20211101,공항철도 1호선,운서,6444,6444,20211104
20211101,공항철도 1호선,청라국제도시,6716,6716,20211104
20211101,3호선,고속터미널,35265,35265,20211104
20211101,3호선,잠원,4825,4825,20211104
20211101,3호선,신사,28099,28099,20211104
20211101,3호선,압구정,28585,28585,20211104
20211101,3호선,옥수,8792,8792,20211104
20211101,3호선,금호,7757,7757,20211104
20211101,3호선,약수,12707,12707,20211104
20211101,3호선,동대입구,7498,7498,20211104
20211101,3호선,충무로,1,1,20211104
20211101,3호선,을지로3가,10152,10152,20211104
20211101,3호선,종로3가,9591,9591,20211104
20211101,3호선,안국,19631,19631,20211104
20211101,3호선,경복궁(정부서울청사),19424,19424,20211104
20211101,3호선,독립문,6919,6919,20211104
20211101,3호선,무악재,3917,3917,20211104
20211101,3호선,홍제,17393,17393,20211104
20211101,3호선,녹번,15437,15437,20211104
20211101,3호선,불광,16606,16606,20211104
20211101,3호선,연신내,36447,36447,20211104
20211101,3호선,구파발,20590,20590,20211104
20211101,3호선,지축,4653,4653,20211104
20211101,2호선,용두(동대문구청),2342,2342,20211104
20211101,2호선,신정네거리,10420,10420,20211104
20211101,2호선,양천구청,6789,6789,20211104
20211101,2호선,도림천,1413,1413,20211104
20211101,2호선,신설동,3066,3066,20211104
20211101,2호선,신답,1648,1648,20211104
20211101,2호선,용답,2781,2781,20211104
20211101,2호선,충정로(경기대입구),10045,10045,20211104
20211101,2호선,아현,10290,10290,20211104
20211101,2호선,이대,12901,12901,20211104
20211101,2호선,신촌,29898,29898,20211104
20211101,2호선,홍대입구,45737,45737,20211104
20211101,2호선,합정,28171,28171,20211104
20211101,2호선,당산,18369,18369,20211104
20211101,2호선,영등포구청,23147,23147,20211104
20211101,2호선,문래,21379,21379,20211104
20211101,2호선,신도림,46201,46201,20211104
20211101,2호선,대림(구로구청),24310,24310,20211104
20211101,중앙선,지평,73,73,20211104
20211101,중앙선,용문,2271,2271,20211104
20211101,중앙선,원덕,393,393,20211104
20211101,중앙선,양평,2667,2667,20211104
20211101,중앙선,오빈,318,318,20211104
20211101,중앙선,아신,548,548,20211104
20211101,2호선,구로디지털단지,60417,60417,20211104
20211101,안산선,한대앞,9699,9699,20211104
20211101,안산선,상록수,16052,16052,20211104
20211101,안산선,반월,4475,4475,20211104
20211101,안산선,대야미,5023,5023,20211104
20211101,안산선,산본,15954,15954,20211104
20211101,수인선,인천,1010,1010,20211104
20211101,수인선,신포,1860,1860,20211104
20211101,수인선,숭의,4181,4181,20211104
20211101,수인선,인하대,5972,5972,20211104
20211101,수인선,송도,2567,2567,20211104
20211101,수인선,연수,4476,4476,20211104
20211101,수인선,원인재,4504,4504,20211104
20211101,중앙선,국수,787,787,20211104
20211101,중앙선,신원,203,203,20211104
20211101,중앙선,양수,2028,2028,20211104
20211101,중앙선,운길산,897,897,20211104
20211101,중앙선,팔당,806,806,20211104
20211101,중앙선,도심,2644,2644,20211104
20211101,중앙선,덕소,5782,5782,20211104
20211101,중앙선,양정,847,847,20211104
20211101,중앙선,도농,10693,10693,20211104
20211101,중앙선,구리,13727,13727,20211104
20211101,중앙선,양원,2048,2048,20211104
20211101,중앙선,망우,7662,7662,20211104
20211101,중앙선,상봉(시외버스터미널),6028,6028,20211104
20211101,중앙선,중랑,5697,5697,20211104
20211101,중앙선,회기,24100,24100,20211104
20211101,장항선,신창(순천향대),2215,2215,20211104
20211101,장항선,온양온천,3492,3492,20211104
20211101,장항선,배방,1119,1119,20211104
20211101,장항선,탕정,330,330,20211104
20211101,장항선,아산,3665,3665,20211104
20211101,장항선,쌍용(나사렛대),2362,2362,20211104
20211101,2호선,잠실(송파구청),63586,63586,20211104
20211101,2호선,잠실새내,20519,20519,20211104
20211101,2호선,종합운동장,12727,12727,20211104
20211101,2호선,삼성(무역센터),49029,49029,20211104
20211101,2호선,선릉,56895,56895,20211104
20211101,2호선,역삼,51474,51474,20211104
20211101,2호선,강남,77095,77095,20211104
20211101,2호선,교대(법원.검찰청),33038,33038,20211104
20211101,2호선,서초,21498,21498,20211104
20211101,2호선,방배,15635,15635,20211104
20211101,2호선,사당,37489,37489,20211104
20211101,2호선,낙성대(강감찬),26412,26412,20211104
20211101,2호선,서울대입구(관악구청),45797,45797,20211104
20211101,2호선,봉천,23916,23916,20211104
20211101,2호선,신림,60916,60916,20211104
20211101,2호선,신대방,26338,26338,20211104
20211101,6호선,역촌,3832,3832,20211104
20211101,1호선,종로3가,24261,24261,20211104
20211101,1호선,종로5가,21309,21309,20211104
