사용일자,노선명,역명,승차총승객수,하차총승객수,자치구
20180604,2호선,용답,3101.0,3234.0,성동구
20180604,2호선,신답,1621.0,1900.0,성동구
20180604,2호선,신설동,4168.0,4264.0,동대문구
20180604,2호선,용두(동대문구청),2657.0,2610.0,동대문구
20180604,3호선,연신내,47573.0,44326.0,중랑구
20180604,3호선,금호,9930.0,9085.0,성동구
20180604,3호선,옥수,11272.0,11698.0,성동구
20180604,1호선,신설동,18400.0,17914.0,동대문구
20180604,1호선,제기동,22770.0,23452.0,동대문구
20180604,1호선,청량리(서울시립대입구),28071.0,29031.0,동대문구
20180604,2호선,상왕십리,16473.0,15432.0,성동구
20180604,2호선,왕십리(성동구청),21426.0,16229.0,성동구
20180604,2호선,한양대,16298.0,20046.0,성동구
20180604,2호선,뚝섬,19798.0,21211.0,성동구
20180604,2호선,성수,32552.0,35612.0,성동구
20180604,2호선,건대입구,44460.0,47616.0,광진구
20180604,2호선,구의(광진구청),27274.0,26738.0,광진구
20180604,2호선,강변(동서울터미널),45760.0,45605.0,광진구
20180604,우이신설선,신설동,1979.0,2109.0,동대문구
20180604,경원선,옥수,67.0,39.0,성동구
20180604,경원선,왕십리(성동구청),17796.0,19206.0,성동구
20180604,경원선,청량리(서울시립대입구),15928.0,17527.0,동대문구
20180604,중앙선,상봉(시외버스터미널),6480.0,6244.0,중랑구
20180604,경춘선,신내,960.0,986.0,중랑구
20180604,5호선,신금호,7624.0,7698.0,성동구
20180604,5호선,행당,10173.0,8825.0,성동구
20180604,5호선,왕십리(성동구청),5669.0,6405.0,성동구
20180604,5호선,마장,7482.0,7099.0,성동구
20180604,5호선,답십리,19050.0,17308.0,성동구
20180604,5호선,장한평,21044.0,20864.0,동대문구
20180604,5호선,군자(능동),12565.0,13735.0,광진구
20180604,5호선,아차산(어린이대공원후문),16923.0,15963.0,광진구
20180604,5호선,광나루(장신대),16797.0,15431.0,광진구
20180604,6호선,연신내,1.0,0.0,중랑구
20180604,6호선,봉화산(서울의료원),11687.0,10448.0,중랑구
20180604,7호선,먹골,11959.0,11617.0,중랑구
20180604,7호선,중화,13317.0,12882.0,중랑구
20180604,7호선,상봉(시외버스터미널),19451.0,18191.0,중랑구
20180604,7호선,면목,19786.0,19071.0,중랑구
20180604,7호선,사가정,18208.0,18035.0,중랑구
20180604,7호선,용마산,7267.0,6802.0,중랑구
20180604,7호선,중곡,11872.0,10949.0,광진구
20180604,7호선,군자(능동),16279.0,12098.0,광진구
20180604,7호선,어린이대공원(세종대),19254.0,20395.0,광진구
20180604,7호선,건대입구,17312.0,17982.0,광진구
20180604,7호선,뚝섬유원지,9827.0,9484.0,광진구
20180605,경춘선,신내,931.0,1022.0,중랑구
20180605,5호선,신금호,7776.0,7701.0,성동구
20180605,5호선,행당,10394.0,8823.0,성동구
20180605,5호선,왕십리(성동구청),6052.0,7121.0,성동구
20180605,5호선,마장,7537.0,7199.0,성동구
20180605,5호선,답십리,19461.0,17477.0,성동구
20180605,5호선,장한평,21572.0,21701.0,동대문구
20180605,5호선,군자(능동),13023.0,14327.0,광진구
20180605,5호선,아차산(어린이대공원후문),17550.0,16319.0,광진구
20180605,5호선,광나루(장신대),17325.0,15385.0,광진구
20180605,1호선,신설동,18691.0,18338.0,동대문구
20180605,1호선,제기동,22942.0,23625.0,동대문구
20180605,1호선,청량리(서울시립대입구),29208.0,29827.0,동대문구
20180605,2호선,상왕십리,16863.0,15775.0,성동구
20180605,2호선,왕십리(성동구청),23123.0,17824.0,성동구
20180605,2호선,한양대,17054.0,20416.0,성동구
20180605,2호선,뚝섬,20851.0,22406.0,성동구
20180605,2호선,성수,33495.0,36891.0,성동구
20180605,우이신설선,신설동,1912.0,2147.0,동대문구
20180605,7호선,뚝섬유원지,11292.0,11027.0,광진구
20180605,7호선,건대입구,18398.0,19331.0,광진구
20180605,7호선,어린이대공원(세종대),20826.0,21652.0,광진구
20180605,7호선,군자(능동),17266.0,12506.0,광진구
20180605,7호선,중곡,12244.0,11141.0,광진구
20180605,7호선,용마산,7412.0,6801.0,중랑구
20180605,7호선,사가정,18689.0,18280.0,중랑구
20180605,7호선,면목,20286.0,19138.0,중랑구
20180605,7호선,상봉(시외버스터미널),20231.0,19440.0,중랑구
20180605,7호선,중화,13638.0,12895.0,중랑구
20180605,7호선,먹골,12341.0,11761.0,중랑구
20180605,6호선,봉화산(서울의료원),11734.0,10343.0,중랑구
20180605,2호선,건대입구,47981.0,55229.0,광진구
20180605,2호선,구의(광진구청),28684.0,27360.0,광진구
20180605,2호선,강변(동서울터미널),48670.0,47131.0,광진구
20180605,2호선,용답,3128.0,3260.0,성동구
20180605,2호선,신답,1655.0,1786.0,성동구
20180605,2호선,신설동,4440.0,4288.0,동대문구
20180605,2호선,용두(동대문구청),2765.0,2702.0,동대문구
20180605,3호선,연신내,48842.0,46103.0,중랑구
20180605,3호선,금호,10421.0,9249.0,성동구
20180605,3호선,옥수,11893.0,12154.0,성동구
20180605,경원선,옥수,63.0,31.0,성동구
20180605,경원선,왕십리(성동구청),19063.0,20559.0,성동구
20180605,경원선,청량리(서울시립대입구),16826.0,19286.0,동대문구
20180605,중앙선,상봉(시외버스터미널),6715.0,6479.0,중랑구
20180606,1호선,신설동,9935.0,9573.0,동대문구
20180606,1호선,제기동,18262.0,18969.0,동대문구
20180606,1호선,청량리(서울시립대입구),22395.0,23451.0,동대문구
20180606,2호선,상왕십리,9463.0,8894.0,성동구
20180606,2호선,왕십리(성동구청),14447.0,12098.0,성동구
20180606,2호선,한양대,6325.0,7349.0,성동구
20180606,2호선,뚝섬,10498.0,10885.0,성동구
20180606,2호선,성수,13514.0,15186.0,성동구
20180606,2호선,건대입구,41571.0,44645.0,광진구
20180606,2호선,구의(광진구청),15943.0,15323.0,광진구
20180606,2호선,강변(동서울터미널),34670.0,35243.0,광진구
20180606,2호선,용답,2019.0,1995.0,성동구
20180606,2호선,신답,930.0,1041.0,성동구
20180606,2호선,신설동,3073.0,2752.0,동대문구
20180606,2호선,용두(동대문구청),1688.0,1718.0,동대문구
20180606,3호선,연신내,33378.0,31707.0,중랑구
20180606,3호선,금호,6068.0,5539.0,성동구
20180606,3호선,옥수,7563.0,8247.0,성동구
20180606,경원선,옥수,53.0,42.0,성동구
20180606,경원선,왕십리(성동구청),13561.0,15248.0,성동구
20180606,경원선,청량리(서울시립대입구),16271.0,17001.0,동대문구
20180606,중앙선,상봉(시외버스터미널),5173.0,4974.0,중랑구
20180606,경춘선,신내,600.0,648.0,중랑구
20180606,5호선,신금호,4379.0,4440.0,성동구
20180606,5호선,행당,5494.0,5070.0,성동구
20180606,5호선,왕십리(성동구청),3772.0,4730.0,성동구
20180606,5호선,마장,4033.0,3641.0,성동구
20180606,5호선,답십리,11277.0,10240.0,성동구
20180606,5호선,장한평,11625.0,11435.0,동대문구
20180606,5호선,군자(능동),8141.0,9183.0,광진구
20180606,5호선,아차산(어린이대공원후문),13306.0,12732.0,광진구
20180606,5호선,광나루(장신대),12996.0,11879.0,광진구
20180606,6호선,연신내,1.0,0.0,중랑구
20180606,6호선,봉화산(서울의료원),6403.0,6184.0,중랑구
20180606,7호선,먹골,7707.0,7394.0,중랑구
20180606,7호선,중화,8300.0,7833.0,중랑구
20180606,7호선,상봉(시외버스터미널),13385.0,12845.0,중랑구
20180606,7호선,면목,11910.0,11419.0,중랑구
20180606,7호선,사가정,12116.0,11728.0,중랑구
20180606,7호선,용마산,4482.0,4353.0,중랑구
20180606,7호선,중곡,7006.0,6392.0,광진구
20180606,7호선,군자(능동),10852.0,7883.0,광진구
20180606,7호선,어린이대공원(세종대),12887.0,12696.0,광진구
20180606,7호선,건대입구,14103.0,14510.0,광진구
20180606,7호선,뚝섬유원지,12960.0,12263.0,광진구
20180606,우이신설선,신설동,1165.0,1184.0,동대문구
20180607,6호선,봉화산(서울의료원),11517.0,10501.0,중랑구
20180607,7호선,먹골,12194.0,11815.0,중랑구
20180607,7호선,중화,13376.0,13001.0,중랑구
20180607,7호선,상봉(시외버스터미널),19668.0,18637.0,중랑구
20180607,7호선,면목,19740.0,19168.0,중랑구
20180607,7호선,사가정,18312.0,18143.0,중랑구
20180607,7호선,용마산,7248.0,6904.0,중랑구
20180607,7호선,중곡,12220.0,11209.0,광진구
20180607,7호선,군자(능동),16982.0,12569.0,광진구
20180607,7호선,어린이대공원(세종대),21970.0,22868.0,광진구
20180607,7호선,건대입구,17793.0,18485.0,광진구
20180607,7호선,뚝섬유원지,10179.0,9756.0,광진구
20180607,우이신설선,신설동,1931.0,2078.0,동대문구
20180607,경춘선,신내,929.0,1047.0,중랑구
20180607,5호선,신금호,8097.0,8100.0,성동구
20180607,5호선,행당,10298.0,9021.0,성동구
20180607,5호선,왕십리(성동구청),5914.0,6740.0,성동구
20180607,5호선,마장,7578.0,7171.0,성동구
20180607,5호선,답십리,19053.0,17316.0,성동구
20180607,5호선,장한평,22013.0,21782.0,동대문구
20180607,5호선,군자(능동),12625.0,13687.0,광진구
20180607,5호선,아차산(어린이대공원후문),17241.0,16244.0,광진구
20180607,5호선,광나루(장신대),16628.0,15146.0,광진구
20180607,1호선,신설동,18640.0,18340.0,동대문구
20180607,1호선,제기동,22058.0,22688.0,동대문구
20180607,1호선,청량리(서울시립대입구),28394.0,28811.0,동대문구
20180607,2호선,상왕십리,16963.0,15970.0,성동구
20180607,2호선,왕십리(성동구청),22009.0,17599.0,성동구
20180607,2호선,한양대,16582.0,19410.0,성동구
20180607,2호선,뚝섬,20594.0,22035.0,성동구
20180607,2호선,성수,32985.0,36655.0,성동구
20180607,2호선,건대입구,45993.0,49898.0,광진구
20180607,2호선,구의(광진구청),27643.0,26887.0,광진구
20180607,2호선,강변(동서울터미널),47465.0,44684.0,광진구
20180607,2호선,용답,3068.0,3234.0,성동구
20180607,2호선,신답,1664.0,1842.0,성동구
20180607,2호선,신설동,4302.0,4310.0,동대문구
20180607,2호선,용두(동대문구청),2684.0,2700.0,동대문구
20180607,3호선,연신내,48691.0,45881.0,중랑구
20180607,3호선,금호,10282.0,9441.0,성동구
20180607,3호선,옥수,11626.0,12148.0,성동구
20180607,경원선,옥수,59.0,35.0,성동구
20180607,경원선,왕십리(성동구청),18100.0,19565.0,성동구
20180607,경원선,청량리(서울시립대입구),16447.0,17964.0,동대문구
20180607,중앙선,상봉(시외버스터미널),6512.0,6317.0,중랑구
20180608,1호선,신설동,19064.0,18646.0,동대문구
20180608,1호선,제기동,23161.0,23554.0,동대문구
20180608,1호선,청량리(서울시립대입구),29505.0,30806.0,동대문구
20180608,2호선,상왕십리,16970.0,15859.0,성동구
20180608,2호선,왕십리(성동구청),22855.0,18270.0,성동구
20180608,2호선,한양대,15369.0,17580.0,성동구
20180608,2호선,뚝섬,20726.0,22079.0,성동구
20180608,2호선,성수,34423.0,37665.0,성동구
20180608,2호선,건대입구,49532.0,56302.0,광진구
20180608,2호선,구의(광진구청),28522.0,27486.0,광진구
20180608,2호선,강변(동서울터미널),53550.0,51223.0,광진구
20180608,2호선,용답,3202.0,3239.0,성동구
20180608,2호선,신답,1794.0,1941.0,성동구
20180608,2호선,신설동,4827.0,4690.0,동대문구
20180608,2호선,용두(동대문구청),2769.0,2940.0,동대문구
20180608,3호선,연신내,50789.0,48017.0,중랑구
20180608,3호선,금호,10437.0,9524.0,성동구
20180608,3호선,옥수,12038.0,12466.0,성동구
20180608,경원선,옥수,83.0,31.0,성동구
20180608,경원선,왕십리(성동구청),19748.0,21372.0,성동구
20180608,경원선,청량리(서울시립대입구),18322.0,20172.0,동대문구
20180608,중앙선,상봉(시외버스터미널),6919.0,6780.0,중랑구
20180608,경춘선,신내,999.0,1090.0,중랑구
20180608,5호선,신금호,8098.0,8112.0,성동구
20180608,5호선,행당,10603.0,9151.0,성동구
20180608,5호선,왕십리(성동구청),5834.0,7033.0,성동구
20180608,5호선,마장,7627.0,7168.0,성동구
20180608,5호선,답십리,19562.0,17794.0,성동구
20180608,5호선,장한평,22072.0,22141.0,동대문구
20180608,5호선,군자(능동),13232.0,14515.0,광진구
20180608,5호선,아차산(어린이대공원후문),17690.0,16594.0,광진구
20180608,5호선,광나루(장신대),17141.0,15326.0,광진구
20180608,6호선,연신내,6.0,0.0,중랑구
20180608,6호선,봉화산(서울의료원),11599.0,10405.0,중랑구
20180608,7호선,먹골,12496.0,12183.0,중랑구
20180608,7호선,중화,13774.0,13165.0,중랑구
20180608,7호선,상봉(시외버스터미널),20321.0,19696.0,중랑구
20180608,7호선,면목,19910.0,19104.0,중랑구
20180608,7호선,사가정,18675.0,18580.0,중랑구
20180608,7호선,용마산,7657.0,6817.0,중랑구
20180608,7호선,중곡,12308.0,11281.0,광진구
20180608,7호선,군자(능동),17451.0,12854.0,광진구
20180608,7호선,어린이대공원(세종대),20891.0,20950.0,광진구
20180608,7호선,건대입구,18271.0,19792.0,광진구
20180608,7호선,뚝섬유원지,11424.0,11232.0,광진구
20180608,우이신설선,신설동,2046.0,2140.0,동대문구
20180609,6호선,봉화산(서울의료원),7150.0,6810.0,중랑구
20180609,7호선,먹골,10074.0,9748.0,중랑구
20180609,7호선,중화,9870.0,9178.0,중랑구
20180609,7호선,상봉(시외버스터미널),16324.0,15608.0,중랑구
20180609,7호선,면목,13475.0,12593.0,중랑구
20180609,7호선,사가정,14845.0,14073.0,중랑구
20180609,7호선,용마산,5667.0,5339.0,중랑구
20180609,7호선,중곡,8732.0,7914.0,광진구
20180609,7호선,군자(능동),13061.0,9234.0,광진구
20180609,7호선,어린이대공원(세종대),15980.0,16007.0,광진구
20180609,7호선,건대입구,16159.0,17176.0,광진구
20180609,7호선,뚝섬유원지,11983.0,11519.0,광진구
20180609,우이신설선,신설동,1318.0,1347.0,동대문구
20180609,1호선,신설동,13110.0,12790.0,동대문구
20180609,1호선,제기동,20134.0,20648.0,동대문구
20180609,1호선,청량리(서울시립대입구),26830.0,28687.0,동대문구
20180609,2호선,상왕십리,11406.0,10570.0,성동구
20180609,2호선,왕십리(성동구청),19002.0,15993.0,성동구
20180609,2호선,한양대,8112.0,8924.0,성동구
20180609,2호선,뚝섬,12353.0,12701.0,성동구
20180609,2호선,성수,16059.0,17922.0,성동구
20180609,2호선,건대입구,46343.0,52866.0,광진구
20180609,2호선,구의(광진구청),19482.0,18348.0,광진구
20180609,2호선,강변(동서울터미널),49436.0,49439.0,광진구
20180609,2호선,용답,2432.0,2384.0,성동구
20180609,2호선,신답,1206.0,1259.0,성동구
20180609,2호선,신설동,4680.0,4228.0,동대문구
20180609,2호선,용두(동대문구청),2067.0,2081.0,동대문구
20180609,3호선,연신내,39656.0,36854.0,중랑구
20180609,3호선,금호,7361.0,6623.0,성동구
20180609,3호선,옥수,9405.0,9797.0,성동구
20180609,경원선,옥수,40.0,29.0,성동구
20180609,경원선,왕십리(성동구청),16338.0,18798.0,성동구
20180609,경원선,청량리(서울시립대입구),19049.0,20403.0,동대문구
20180609,중앙선,상봉(시외버스터미널),6094.0,6029.0,중랑구
20180609,경춘선,신내,609.0,632.0,중랑구
20180609,5호선,신금호,5443.0,5263.0,성동구
20180609,5호선,행당,7479.0,6590.0,성동구
20180609,5호선,왕십리(성동구청),4666.0,5849.0,성동구
20180609,5호선,마장,5107.0,4840.0,성동구
20180609,5호선,답십리,13622.0,12313.0,성동구
20180609,5호선,장한평,14182.0,13859.0,동대문구
20180609,5호선,군자(능동),9728.0,11080.0,광진구
20180609,5호선,아차산(어린이대공원후문),14541.0,13964.0,광진구
20180609,5호선,광나루(장신대),13027.0,12286.0,광진구
20180609,6호선,연신내,1.0,0.0,중랑구
20180610,3호선,옥수,6353.0,6904.0,성동구
20180610,3호선,금호,5406.0,5000.0,성동구
20180610,3호선,연신내,29111.0,27457.0,중랑구
20180610,2호선,용두(동대문구청),1265.0,1247.0,동대문구
20180610,2호선,신설동,3966.0,3772.0,동대문구
20180610,2호선,신답,796.0,901.0,성동구
20180610,2호선,용답,1880.0,1937.0,성동구
20180610,2호선,강변(동서울터미널),36964.0,39098.0,광진구
20180610,2호선,구의(광진구청),13328.0,12984.0,광진구
20180610,2호선,건대입구,35665.0,37262.0,광진구
20180610,2호선,성수,9982.0,10916.0,성동구
20180610,2호선,뚝섬,9152.0,9304.0,성동구
20180610,2호선,한양대,4447.0,5260.0,성동구
20180610,2호선,왕십리(성동구청),12160.0,10330.0,성동구
20180610,2호선,상왕십리,7858.0,7600.0,성동구
20180610,1호선,청량리(서울시립대입구),20014.0,20422.0,동대문구
20180610,1호선,제기동,14017.0,14248.0,동대문구
20180610,1호선,신설동,10158.0,9747.0,동대문구
20180610,경원선,옥수,45.0,19.0,성동구
20180610,경원선,왕십리(성동구청),10844.0,11949.0,성동구
20180610,경원선,청량리(서울시립대입구),14863.0,14857.0,동대문구
20180610,중앙선,상봉(시외버스터미널),4829.0,4689.0,중랑구
20180610,경춘선,신내,554.0,559.0,중랑구
20180610,5호선,신금호,3744.0,3977.0,성동구
20180610,5호선,행당,5221.0,4782.0,성동구
20180610,5호선,왕십리(성동구청),3026.0,3926.0,성동구
20180610,5호선,마장,3454.0,3335.0,성동구
20180610,5호선,답십리,9552.0,8651.0,성동구
20180610,5호선,장한평,9995.0,9937.0,동대문구
20180610,5호선,군자(능동),6818.0,7781.0,광진구
20180610,5호선,아차산(어린이대공원후문),11087.0,10749.0,광진구
20180610,5호선,광나루(장신대),8683.0,8180.0,광진구
20180610,6호선,봉화산(서울의료원),5267.0,5138.0,중랑구
20180610,7호선,먹골,6545.0,6488.0,중랑구
20180610,7호선,중화,7139.0,6875.0,중랑구
20180610,7호선,상봉(시외버스터미널),11526.0,10613.0,중랑구
20180610,7호선,면목,10036.0,9722.0,중랑구
20180610,7호선,사가정,10458.0,10164.0,중랑구
20180610,7호선,용마산,3948.0,3975.0,중랑구
20180610,7호선,중곡,6273.0,6098.0,광진구
20180610,7호선,군자(능동),9594.0,6708.0,광진구
20180610,7호선,어린이대공원(세종대),11464.0,12216.0,광진구
20180610,7호선,건대입구,11690.0,12064.0,광진구
20180610,7호선,뚝섬유원지,8892.0,8456.0,광진구
20180610,우이신설선,신설동,1107.0,1150.0,동대문구
20180611,1호선,신설동,18104.0,17759.0,동대문구
20180611,1호선,제기동,22042.0,22656.0,동대문구
20180611,1호선,청량리(서울시립대입구),27695.0,28396.0,동대문구
20180611,2호선,상왕십리,16320.0,15769.0,성동구
20180611,2호선,왕십리(성동구청),20921.0,15910.0,성동구
20180611,2호선,한양대,16271.0,19317.0,성동구
20180611,2호선,뚝섬,19476.0,20867.0,성동구
20180611,2호선,성수,32344.0,34797.0,성동구
20180611,2호선,건대입구,43210.0,46551.0,광진구
20180611,2호선,구의(광진구청),27038.0,26770.0,광진구
20180611,2호선,강변(동서울터미널),45479.0,45263.0,광진구
20180611,2호선,용답,3021.0,3162.0,성동구
20180611,2호선,신답,1640.0,1876.0,성동구
20180611,2호선,신설동,4309.0,4190.0,동대문구
20180611,2호선,용두(동대문구청),2649.0,2747.0,동대문구
20180611,3호선,연신내,47160.0,44224.0,중랑구
20180611,3호선,금호,9867.0,9136.0,성동구
20180611,3호선,옥수,11356.0,11706.0,성동구
20180611,경원선,옥수,55.0,39.0,성동구
20180611,경원선,왕십리(성동구청),17333.0,18720.0,성동구
20180611,경원선,청량리(서울시립대입구),15774.0,17410.0,동대문구
20180611,중앙선,상봉(시외버스터미널),6390.0,6254.0,중랑구
20180611,경춘선,신내,932.0,981.0,중랑구
20180611,5호선,신금호,7609.0,7755.0,성동구
20180611,5호선,행당,9846.0,8736.0,성동구
20180611,5호선,왕십리(성동구청),5482.0,6343.0,성동구
20180611,5호선,마장,7330.0,7085.0,성동구
20180611,5호선,답십리,18949.0,17309.0,성동구
20180611,5호선,장한평,21286.0,21349.0,동대문구
20180611,5호선,군자(능동),12440.0,13641.0,광진구
20180611,5호선,아차산(어린이대공원후문),16619.0,15746.0,광진구
20180611,5호선,광나루(장신대),16266.0,14873.0,광진구
20180611,6호선,연신내,1.0,0.0,중랑구
20180611,6호선,봉화산(서울의료원),11510.0,10474.0,중랑구
20180611,7호선,먹골,12008.0,11713.0,중랑구
20180611,7호선,중화,13230.0,12870.0,중랑구
20180611,7호선,상봉(시외버스터미널),19365.0,18188.0,중랑구
20180611,7호선,면목,19798.0,19266.0,중랑구
20180611,7호선,사가정,18202.0,18069.0,중랑구
20180611,7호선,용마산,7190.0,6731.0,중랑구
20180611,7호선,중곡,12071.0,10995.0,광진구
20180611,7호선,군자(능동),16282.0,12299.0,광진구
20180611,7호선,어린이대공원(세종대),19026.0,19631.0,광진구
20180611,7호선,건대입구,17405.0,17704.0,광진구
20180611,7호선,뚝섬유원지,8585.0,8257.0,광진구
20180611,우이신설선,신설동,1926.0,2063.0,동대문구
20180612,1호선,신설동,18803.0,18345.0,동대문구
20180612,1호선,제기동,22394.0,22965.0,동대문구
20180612,1호선,청량리(서울시립대입구),28768.0,29351.0,동대문구
20180612,2호선,상왕십리,16710.0,15608.0,성동구
20180612,2호선,왕십리(성동구청),22429.0,17538.0,성동구
20180612,2호선,한양대,17131.0,20152.0,성동구
20180612,2호선,뚝섬,20550.0,21971.0,성동구
20180612,2호선,성수,33598.0,37041.0,성동구
20180612,2호선,건대입구,47477.0,53915.0,광진구
20180612,2호선,구의(광진구청),28094.0,27300.0,광진구
20180612,2호선,강변(동서울터미널),47047.0,45093.0,광진구
20180612,2호선,용답,3042.0,3034.0,성동구
20180612,2호선,신답,1603.0,1780.0,성동구
20180612,2호선,신설동,4081.0,4116.0,동대문구
20180612,2호선,용두(동대문구청),2554.0,2666.0,동대문구
20180612,3호선,연신내,49023.0,46208.0,중랑구
20180612,3호선,금호,10316.0,9182.0,성동구
20180612,3호선,옥수,11823.0,12320.0,성동구
20180612,경원선,옥수,80.0,19.0,성동구
20180612,경원선,왕십리(성동구청),18549.0,20470.0,성동구
20180612,경원선,청량리(서울시립대입구),16782.0,18682.0,동대문구
20180612,중앙선,상봉(시외버스터미널),6608.0,6391.0,중랑구
20180612,경춘선,신내,853.0,958.0,중랑구
20180612,5호선,신금호,7909.0,7751.0,성동구
20180612,5호선,행당,10102.0,8705.0,성동구
20180612,5호선,왕십리(성동구청),5950.0,6877.0,성동구
20180612,5호선,마장,7488.0,6955.0,성동구
20180612,5호선,답십리,19510.0,17452.0,성동구
20180612,5호선,장한평,21658.0,21557.0,동대문구
20180612,5호선,군자(능동),13034.0,14327.0,광진구
20180612,5호선,아차산(어린이대공원후문),17352.0,16172.0,광진구
20180612,5호선,광나루(장신대),16995.0,14917.0,광진구
20180612,6호선,봉화산(서울의료원),11787.0,10422.0,중랑구
20180612,7호선,먹골,12410.0,11967.0,중랑구
20180612,7호선,중화,13428.0,12868.0,중랑구
20180612,7호선,상봉(시외버스터미널),20075.0,19274.0,중랑구
20180612,7호선,면목,20493.0,19379.0,중랑구
20180612,7호선,사가정,18629.0,18367.0,중랑구
20180612,7호선,용마산,7466.0,6777.0,중랑구
20180612,7호선,중곡,12069.0,11012.0,광진구
20180612,7호선,군자(능동),17203.0,12572.0,광진구
20180612,7호선,어린이대공원(세종대),20375.0,21028.0,광진구
20180612,7호선,건대입구,18044.0,19117.0,광진구
20180612,7호선,뚝섬유원지,10866.0,10644.0,광진구
20180612,우이신설선,신설동,1896.0,2087.0,동대문구
20180613,1호선,신설동,10457.0,9932.0,동대문구
20180613,1호선,제기동,18485.0,19362.0,동대문구
20180613,1호선,청량리(서울시립대입구),22163.0,23165.0,동대문구
20180613,2호선,상왕십리,9638.0,9273.0,성동구
20180613,2호선,왕십리(성동구청),14169.0,11594.0,성동구
20180613,2호선,한양대,6271.0,7458.0,성동구
20180613,2호선,뚝섬,11241.0,11662.0,성동구
20180613,2호선,성수,15713.0,17181.0,성동구
20180613,2호선,건대입구,37559.0,39969.0,광진구
20180613,2호선,구의(광진구청),16516.0,16008.0,광진구
20180613,2호선,강변(동서울터미널),32376.0,32625.0,광진구
20180613,2호선,용답,1964.0,1969.0,성동구
20180613,2호선,신답,986.0,1084.0,성동구
20180613,2호선,신설동,2926.0,2731.0,동대문구
20180613,2호선,용두(동대문구청),1704.0,1729.0,동대문구
20180613,3호선,연신내,33894.0,31839.0,중랑구
20180613,3호선,금호,6356.0,5967.0,성동구
20180613,3호선,옥수,7780.0,8379.0,성동구
20180613,경원선,옥수,43.0,23.0,성동구
20180613,경원선,왕십리(성동구청),12748.0,14394.0,성동구
20180613,경원선,청량리(서울시립대입구),15238.0,15754.0,동대문구
20180613,중앙선,상봉(시외버스터미널),4999.0,4952.0,중랑구
20180613,경춘선,신내,578.0,663.0,중랑구
20180613,5호선,신금호,4590.0,4612.0,성동구
20180613,5호선,행당,5810.0,5031.0,성동구
20180613,5호선,왕십리(성동구청),3775.0,4708.0,성동구
20180613,5호선,마장,4301.0,3943.0,성동구
20180613,5호선,답십리,11876.0,10823.0,성동구
20180613,5호선,장한평,11839.0,11815.0,동대문구
20180613,5호선,군자(능동),8581.0,9624.0,광진구
20180613,5호선,아차산(어린이대공원후문),13133.0,12575.0,광진구
20180613,5호선,광나루(장신대),10012.0,9519.0,광진구
20180613,6호선,봉화산(서울의료원),6309.0,6046.0,중랑구
20180613,7호선,먹골,8202.0,7612.0,중랑구
20180613,7호선,중화,9019.0,8401.0,중랑구
20180613,7호선,상봉(시외버스터미널),14167.0,13321.0,중랑구
20180613,7호선,면목,11934.0,11504.0,중랑구
20180613,7호선,사가정,12719.0,12213.0,중랑구
20180613,7호선,용마산,4697.0,4558.0,중랑구
20180613,7호선,중곡,7368.0,6851.0,광진구
20180613,7호선,군자(능동),11401.0,8416.0,광진구
20180613,7호선,어린이대공원(세종대),14051.0,14432.0,광진구
20180613,7호선,건대입구,12543.0,12888.0,광진구
20180613,7호선,뚝섬유원지,9819.0,9466.0,광진구
20180613,우이신설선,신설동,1233.0,1303.0,동대문구
20180614,우이신설선,신설동,2012.0,1926.0,동대문구
20180614,1호선,신설동,18562.0,17880.0,동대문구
20180614,1호선,제기동,21026.0,21396.0,동대문구
20180614,1호선,청량리(서울시립대입구),27326.0,27760.0,동대문구
20180614,2호선,상왕십리,16773.0,15928.0,성동구
20180614,2호선,왕십리(성동구청),21006.0,16168.0,성동구
20180614,2호선,한양대,15245.0,18624.0,성동구
20180614,2호선,뚝섬,20111.0,21878.0,성동구
20180614,2호선,성수,32913.0,36327.0,성동구
20180614,2호선,건대입구,44260.0,47955.0,광진구
20180614,2호선,구의(광진구청),27388.0,26687.0,광진구
20180614,2호선,강변(동서울터미널),45854.0,43824.0,광진구
20180614,2호선,용답,3014.0,2999.0,성동구
20180614,2호선,신답,1637.0,1886.0,성동구
20180614,2호선,신설동,4465.0,4644.0,동대문구
20180614,2호선,용두(동대문구청),2638.0,2730.0,동대문구
20180614,3호선,연신내,46799.0,43843.0,중랑구
20180614,3호선,금호,10058.0,9038.0,성동구
20180614,3호선,옥수,11646.0,12017.0,성동구
20180614,7호선,뚝섬유원지,9077.0,8741.0,광진구
20180614,7호선,건대입구,17028.0,17588.0,광진구
20180614,7호선,어린이대공원(세종대),19007.0,19950.0,광진구
20180614,7호선,군자(능동),16510.0,12266.0,광진구
20180614,7호선,중곡,12095.0,11013.0,광진구
20180614,7호선,용마산,7451.0,6902.0,중랑구
20180614,7호선,사가정,18084.0,17818.0,중랑구
20180614,7호선,면목,19917.0,19068.0,중랑구
20180614,7호선,상봉(시외버스터미널),19418.0,18373.0,중랑구
20180614,7호선,중화,13267.0,12693.0,중랑구
20180614,7호선,먹골,11946.0,11603.0,중랑구
20180614,6호선,봉화산(서울의료원),11509.0,10247.0,중랑구
20180614,경원선,옥수,63.0,28.0,성동구
20180614,경원선,왕십리(성동구청),17163.0,18536.0,성동구
20180614,경원선,청량리(서울시립대입구),15580.0,17012.0,동대문구
